"Four-Year Graduation Rates, 2016-17"
"All Districts, English Learner Status"

"",,,,"Non-Graduates",,,
"District","District Code","English Learner Status","Four-Year Cohort Count","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Achievement First Hartford Academy Inc. District","=""2880013""","Non-ELL",31,"*","*","*","*"
"Amistad Academy District","=""2790013""","Non-ELL","*","*","*","*","*"
"Amistad Academy District","=""2790013""","ELL","*","*","*","*","*"
"Ansonia School District","=""0020011""","Non-ELL","*","*","*","*","*"
"Ansonia School District","=""0020011""","ELL","*","*","*","*","*"
"Avon School District","=""0040011""","Non-ELL","*","*","*","*","*"
"Avon School District","=""0040011""","ELL","*","*","*","*","*"
"Berlin School District","=""0070011""","Non-ELL","*","*","*","*","*"
"Berlin School District","=""0070011""","ELL","*","*","*","*","*"
"Bethel School District","=""0090011""","Non-ELL",202,"*","*","*","*"
"Bethel School District","=""0090011""","ELL",7,"*","*","*","*"
"Bloomfield School District","=""0110011""","Non-ELL","*","*","*","*","*"
"Bloomfield School District","=""0110011""","ELL","*","*","*","*","*"
"Bolton School District","=""0120011""","Non-ELL",69,"*","*","*","*"
"Branford School District","=""0140011""","Non-ELL",252,"*","*","*","*"
"Branford School District","=""0140011""","ELL",6,0,"*",0,"*"
"Bridgeport Achievement First District","=""2850013""","Non-ELL","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""","ELL","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Non-ELL",1174,102,8.7,175,14.9
"Bridgeport School District","=""0150011""","ELL",230,24,10.4,57,24.8
"Bristol School District","=""0170011""","Non-ELL",612,"*","*","*","*"
"Bristol School District","=""0170011""","ELL",21,"*","*","*","*"
"Brookfield School District","=""0180011""","Non-ELL","*","*","*","*","*"
"Brookfield School District","=""0180011""","ELL","*","*","*","*","*"
"Canton School District","=""0230011""","Non-ELL",118,"*","*","*","*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","Non-ELL",16,8,"*",0,"*"
"Capitol Region Education Council","=""2410014""","Non-ELL",481,17,3.5,"*","*"
"Capitol Region Education Council","=""2410014""","ELL",15,0,"*","*","*"
"Cheshire School District","=""0250011""","Non-ELL","*","*","*","*","*"
"Cheshire School District","=""0250011""","ELL","*","*","*","*","*"
"Clinton School District","=""0270011""","Non-ELL",131,"*","*","*","*"
"Clinton School District","=""0270011""","ELL",8,"*","*","*","*"
"Colchester School District","=""0280011""","Non-ELL",212,10,4.7,8,3.8
"Common Ground High School District","=""2680013""","Non-ELL",43,"*","*","*","*"
"Connecticut Technical Education and Career System","=""9000016""","Non-ELL",2341,"*","*","*","*"
"Connecticut Technical Education and Career System","=""9000016""","ELL",90,"*","*","*","*"
"Coventry School District","=""0320011""","Non-ELL",131,"*","*",0,0.0
"Cromwell School District","=""0330011""","Non-ELL","*","*","*","*","*"
"Cromwell School District","=""0330011""","ELL","*","*","*","*","*"
"Danbury School District","=""0340011""","Non-ELL",636,64,10.1,40,6.3
"Danbury School District","=""0340011""","ELL",145,31,21.4,33,22.8
"Darien School District","=""0350011""","Non-ELL","*","*","*","*","*"
"Darien School District","=""0350011""","ELL","*","*","*","*","*"
"Department of Mental Health and Addiction Services","=""3370015""","Non-ELL","*","*","*","*","*"
"Derby School District","=""0370011""","Non-ELL",85,"*","*","*","*"
"Derby School District","=""0370011""","ELL",14,"*","*","*","*"
"East Granby School District","=""0400011""","Non-ELL",58,"*","*",0,0.0
"East Haddam School District","=""0410011""","Non-ELL",83,"*","*",0,0.0
"East Hampton School District","=""0420011""","Non-ELL","*","*","*","*","*"
"East Hampton School District","=""0420011""","ELL","*","*","*","*","*"
"East Hartford School District","=""0430011""","Non-ELL",479,"*","*","*","*"
"East Hartford School District","=""0430011""","ELL",42,"*","*","*","*"
"East Haven School District","=""0440011""","Non-ELL",231,"*","*","*","*"
"East Haven School District","=""0440011""","ELL",12,"*","*","*","*"
"East Lyme School District","=""0450011""","Non-ELL","*","*","*","*","*"
"East Lyme School District","=""0450011""","ELL","*","*","*","*","*"
"East Windsor School District","=""0470011""","Non-ELL","*","*","*","*","*"
"East Windsor School District","=""0470011""","ELL","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Non-ELL",51,"*","*","*","*"
"Ellington School District","=""0480011""","Non-ELL","*","*","*","*","*"
"Ellington School District","=""0480011""","ELL","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Non-ELL","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","ELL","*","*","*","*","*"
"Enfield School District","=""0490011""","Non-ELL","*","*","*","*","*"
"Enfield School District","=""0490011""","ELL","*","*","*","*","*"
"Explorations District","=""2720013""","Non-ELL",22,"*","*","*","*"
"Fairfield School District","=""0510011""","Non-ELL",719,"*","*","*","*"
"Fairfield School District","=""0510011""","ELL",16,"*","*","*","*"
"Farmington School District","=""0520011""","Non-ELL","*","*","*","*","*"
"Farmington School District","=""0520011""","ELL","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Non-ELL",476,"*","*","*","*"
"Glastonbury School District","=""0540011""","ELL",8,"*","*",0,"*"
"Granby School District","=""0560011""","Non-ELL",157,"*","*","*","*"
"Greenwich School District","=""0570011""","Non-ELL",617,"*","*","*","*"
"Greenwich School District","=""0570011""","ELL",24,"*","*","*","*"
"Griswold School District","=""0580011""","Non-ELL","*","*","*","*","*"
"Griswold School District","=""0580011""","ELL","*","*","*","*","*"
"Groton School District","=""0590011""","Non-ELL",264,11,4.2,"*","*"
"Groton School District","=""0590011""","ELL",12,0,"*","*","*"
"Guilford School District","=""0600011""","Non-ELL","*","*","*","*","*"
"Guilford School District","=""0600011""","ELL","*","*","*","*","*"
"Hamden School District","=""0620011""","Non-ELL",427,30,7.0,"*","*"
"Hamden School District","=""0620011""","ELL",15,0,"*","*","*"
"Hartford School District","=""0640011""","Non-ELL",1255,213,17.0,130,10.4
"Hartford School District","=""0640011""","ELL",289,62,21.5,77,26.6
"Highville Charter School District","=""2860013""","Non-ELL",13,"*","*","*","*"
"Jumoke Academy District","=""2610013""","Non-ELL",8,"*","*","*","*"
"Killingly School District","=""0690011""","Non-ELL","*","*","*","*","*"
"Killingly School District","=""0690011""","ELL","*","*","*","*","*"
"Learn","=""2450014""","Non-ELL",184,"*","*","*","*"
"Learn","=""2450014""","ELL",6,"*","*","*","*"
"Lebanon School District","=""0710011""","Non-ELL","*","*","*","*","*"
"Lebanon School District","=""0710011""","ELL","*","*","*","*","*"
"Ledyard School District","=""0720011""","Non-ELL","*","*","*","*","*"
"Ledyard School District","=""0720011""","ELL","*","*","*","*","*"
"Litchfield School District","=""0740011""","Non-ELL","*","*","*","*","*"
"Litchfield School District","=""0740011""","ELL","*","*","*","*","*"
"Madison School District","=""0760011""","Non-ELL","*","*","*","*","*"
"Madison School District","=""0760011""","ELL","*","*","*","*","*"
"Manchester School District","=""0770011""","Non-ELL",400,"*","*","*","*"
"Manchester School District","=""0770011""","ELL",29,"*","*","*","*"
"Meriden School District","=""0800011""","Non-ELL",509,53,10.4,63,12.4
"Meriden School District","=""0800011""","ELL",91,15,16.5,15,16.5
"Middletown School District","=""0830011""","Non-ELL",319,"*","*","*","*"
