"Four-Year Graduation Rates, 2015-16"
"All Districts, English Learner Status"

"",,,,"Non-Graduates",,,
"District","District Code","English Learner Status","Four-Year Cohort Count","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Achievement First Hartford Academy Inc. District","=""2880013""","ELL","*","*","*","*","*"
"Achievement First Hartford Academy Inc. District","=""2880013""","Non-ELL","*","*","*","*","*"
"Amistad Academy District","=""2790013""","ELL","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Non-ELL","*","*","*","*","*"
"Ansonia School District","=""0020011""","ELL","*","*","*","*","*"
"Ansonia School District","=""0020011""","Non-ELL","*","*","*","*","*"
"Avon School District","=""0040011""","ELL","*","*","*","*","*"
"Avon School District","=""0040011""","Non-ELL","*","*","*","*","*"
"Berlin School District","=""0070011""","ELL","*","*","*","*","*"
"Berlin School District","=""0070011""","Non-ELL","*","*","*","*","*"
"Bethel School District","=""0090011""","ELL","*","*","*","*","*"
"Bethel School District","=""0090011""","Non-ELL","*","*","*","*","*"
"Bloomfield School District","=""0110011""","ELL","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Non-ELL","*","*","*","*","*"
"Bolton School District","=""0120011""","ELL","N/A","N/A","N/A","N/A","N/A"
"Bolton School District","=""0120011""","Non-ELL",85,"*","*","*","*"
"Branford School District","=""0140011""","ELL",6,0,"*",0,"*"
"Branford School District","=""0140011""","Non-ELL",250,8,3.2,8,3.2
"Bridgeport Achievement First District","=""2850013""","ELL","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""","Non-ELL","*","*","*","*","*"
"Bridgeport School District","=""0150011""","ELL",223,23,10.3,64,28.7
"Bridgeport School District","=""0150011""","Non-ELL",1164,144,12.4,228,19.6
"Bristol School District","=""0170011""","ELL",26,"*","*","*","*"
"Bristol School District","=""0170011""","Non-ELL",633,"*","*","*","*"
"Brookfield School District","=""0180011""","ELL","*","*","*","*","*"
"Brookfield School District","=""0180011""","Non-ELL","*","*","*","*","*"
"Canton School District","=""0230011""","ELL","*","*","*","*","*"
"Canton School District","=""0230011""","Non-ELL","*","*","*","*","*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","ELL","N/A","N/A","N/A","N/A","N/A"
"Capital Preparatory Harbor School Inc. District","=""2970013""","Non-ELL",8,"*","*",0,"*"
"Capitol Region Education Council","=""2410014""","ELL",15,0,"*","*","*"
"Capitol Region Education Council","=""2410014""","Non-ELL",410,12,2.9,"*","*"
"Cheshire School District","=""0250011""","ELL",6,"*","*",0,"*"
"Cheshire School District","=""0250011""","Non-ELL",381,"*","*","*","*"
"Clinton School District","=""0270011""","ELL",6,"*","*","*","*"
"Clinton School District","=""0270011""","Non-ELL",134,"*","*","*","*"
"Colchester School District","=""0280011""","ELL","*","*","*","*","*"
"Colchester School District","=""0280011""","Non-ELL","*","*","*","*","*"
"Common Ground High School District","=""2680013""","ELL","*","*","*","*","*"
"Common Ground High School District","=""2680013""","Non-ELL","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","ELL",94,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Non-ELL",2377,7,0.3,"*","*"
"Coventry School District","=""0320011""","ELL","N/A","N/A","N/A","N/A","N/A"
"Coventry School District","=""0320011""","Non-ELL",130,7,5.4,6,4.6
