"Four-Year Graduation Rates, 2018-19"
"All Districts, English Learner Status"

"",,,,"Non-Graduates",,,
"District","District Code","English Learner Status","Four-Year Cohort Count","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Achievement First Bridgeport Academy District","=""2850013""","ELL","*","*","*","*","*"
"Achievement First Bridgeport Academy District","=""2850013""","Non-ELL","*","*","*","*","*"
"Achievement First Hartford Academy District","=""2880013""","Non-ELL",32,"*","*",0,0.0
"Amistad Academy District","=""2790013""","ELL","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Non-ELL","*","*","*","*","*"
"Ansonia School District","=""0020011""","ELL",9,"*","*","*","*"
"Ansonia School District","=""0020011""","Non-ELL",172,"*","*","*","*"
"Avon School District","=""0040011""","Non-ELL",224,9,4.0,"*","*"
"Berlin School District","=""0070011""","Non-ELL",233,"*","*","*","*"
"Bethel School District","=""0090011""","ELL",12,"*","*","*","*"
"Bethel School District","=""0090011""","Non-ELL",225,"*","*","*","*"
"Bloomfield School District","=""0110011""","ELL",7,0,"*","*","*"
"Bloomfield School District","=""0110011""","Non-ELL",154,12,7.8,"*","*"
"Bolton School District","=""0120011""","Non-ELL",67,"*","*","*","*"
"Branford School District","=""0140011""","ELL",6,"*","*",0,"*"
"Branford School District","=""0140011""","Non-ELL",222,"*","*",15,6.8
"Bridgeport School District","=""0150011""","ELL",232,28,12.1,49,21.1
"Bridgeport School District","=""0150011""","Non-ELL",1225,86,7.0,186,15.2
"Bristol School District","=""0170011""","ELL",24,"*","*","*","*"
"Bristol School District","=""0170011""","Non-ELL",608,"*","*","*","*"
"Brookfield School District","=""0180011""","ELL","*","*","*","*","*"
"Brookfield School District","=""0180011""","Non-ELL","*","*","*","*","*"
"Canton School District","=""0230011""","Non-ELL",124,"*","*","*","*"
"Capital Preparatory Harbor School District","=""2970013""","ELL","*","*","*","*","*"
"Capital Preparatory Harbor School District","=""2970013""","Non-ELL","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","ELL",14,"*","*",0,"*"
"Capitol Region Education Council","=""2410014""","Non-ELL",491,"*","*",17,3.5
"Cheshire School District","=""0250011""","ELL","*","*","*","*","*"
"Cheshire School District","=""0250011""","Non-ELL","*","*","*","*","*"
"Clinton School District","=""0270011""","ELL",6,"*","*",0,"*"
"Clinton School District","=""0270011""","Non-ELL",138,"*","*","*","*"
"Colchester School District","=""0280011""","ELL","*","*","*","*","*"
"Colchester School District","=""0280011""","Non-ELL","*","*","*","*","*"
"Common Ground High School District","=""2680013""","ELL","*","*","*","*","*"
"Common Ground High School District","=""2680013""","Non-ELL","*","*","*","*","*"
"Connecticut Technical Education and Career System","=""9000016""","ELL",111,"*","*","*","*"
"Connecticut Technical Education and Career System","=""9000016""","Non-ELL",2228,"*","*","*","*"
"Coventry School District","=""0320011""","Non-ELL",107,"*","*","*","*"
"Cromwell School District","=""0330011""","ELL","*","*","*","*","*"
"Cromwell School District","=""0330011""","Non-ELL","*","*","*","*","*"
"Danbury School District","=""0340011""","ELL",148,31,20.9,29,19.6
"Danbury School District","=""0340011""","Non-ELL",642,62,9.7,41,6.4
"Darien School District","=""0350011""","ELL","*","*","*","*","*"
"Darien School District","=""0350011""","Non-ELL","*","*","*","*","*"
"Department of Mental Health and Addiction Services","=""3370015""","Non-ELL",6,"*","*","*","*"
"Derby School District","=""0370011""","ELL","*","*","*","*","*"
"Derby School District","=""0370011""","Non-ELL","*","*","*","*","*"
"East Granby School District","=""0400011""","Non-ELL",72,0,0.0,0,0.0
"East Haddam School District","=""0410011""","Non-ELL",75,"*","*","*","*"
"East Hampton School District","=""0420011""","ELL","*","*","*","*","*"
"East Hampton School District","=""0420011""","Non-ELL","*","*","*","*","*"
"East Hartford School District","=""0430011""","ELL",50,"*","*","*","*"
"East Hartford School District","=""0430011""","Non-ELL",511,"*","*","*","*"
"East Haven School District","=""0440011""","ELL",22,"*","*","*","*"
"East Haven School District","=""0440011""","Non-ELL",213,"*","*","*","*"
"East Lyme School District","=""0450011""","ELL","*","*","*","*","*"
"East Lyme School District","=""0450011""","Non-ELL","*","*","*","*","*"
"East Windsor School District","=""0470011""","ELL","*","*","*","*","*"
"East Windsor School District","=""0470011""","Non-ELL","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","ELL",6,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Non-ELL",67,"*","*","*","*"
"Ellington School District","=""0480011""","Non-ELL",201,"*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","ELL","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Non-ELL","*","*","*","*","*"
"Enfield School District","=""0490011""","ELL","*","*","*","*","*"
"Enfield School District","=""0490011""","Non-ELL","*","*","*","*","*"
"Explorations District","=""2720013""","Non-ELL",31,"*","*","*","*"
"Fairfield School District","=""0510011""","ELL",24,0,0.0,"*","*"
"Fairfield School District","=""0510011""","Non-ELL",762,27,3.5,"*","*"
"Farmington School District","=""0520011""","ELL",6,"*","*",0,"*"
"Farmington School District","=""0520011""","Non-ELL",277,"*","*",0,0.0
"Glastonbury School District","=""0540011""","ELL","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Non-ELL","*","*","*","*","*"
"Granby School District","=""0560011""","ELL","*","*","*","*","*"
"Granby School District","=""0560011""","Non-ELL","*","*","*","*","*"
"Greenwich School District","=""0570011""","ELL",24,6,25.0,"*","*"
"Greenwich School District","=""0570011""","Non-ELL",658,18,2.7,"*","*"
"Griswold School District","=""0580011""","ELL","*","*","*","*","*"
"Griswold School District","=""0580011""","Non-ELL","*","*","*","*","*"
"Groton School District","=""0590011""","ELL",13,"*","*","*","*"
"Groton School District","=""0590011""","Non-ELL",281,"*","*","*","*"
"Guilford School District","=""0600011""","ELL","*","*","*","*","*"
"Guilford School District","=""0600011""","Non-ELL","*","*","*","*","*"
"Hamden School District","=""0620011""","ELL",16,"*","*","*","*"
"Hamden School District","=""0620011""","Non-ELL",386,"*","*","*","*"
"Hartford School District","=""0640011""","ELL",262,41,15.6,64,24.4
"Hartford School District","=""0640011""","Non-ELL",1114,162,14.5,111,10.0
"Highville Charter School District","=""2860013""","Non-ELL",13,"*","*",0,"*"
"Jumoke Academy District","=""2610013""","Non-ELL",16,"*","*","*","*"
"Killingly School District","=""0690011""","Non-ELL",214,17,7.9,19,8.9
"Learn","=""2450014""","ELL","*","*","*","*","*"
"Learn","=""2450014""","Non-ELL","*","*","*","*","*"
"Lebanon School District","=""0710011""","ELL","*","*","*","*","*"
"Lebanon School District","=""0710011""","Non-ELL","*","*","*","*","*"
"Ledyard School District","=""0720011""","ELL","*","*","*","*","*"
"Ledyard School District","=""0720011""","Non-ELL","*","*","*","*","*"
"Litchfield School District","=""0740011""","Non-ELL",73,"*","*",0,0.0
"Madison School District","=""0760011""","ELL","*","*","*","*","*"
"Madison School District","=""0760011""","Non-ELL","*","*","*","*","*"
"Manchester School District","=""0770011""","ELL",29,"*","*","*","*"
"Manchester School District","=""0770011""","Non-ELL",453,"*","*","*","*"
"Meriden School District","=""0800011""","ELL",85,11,12.9,13,15.3
"Meriden School District","=""0800011""","Non-ELL",502,48,9.6,45,9.0
"Middletown School District","=""0830011""","ELL",6,0,"*","*","*"
"Middletown School District","=""0830011""","Non-ELL",335,14,4.2,"*","*"
"Milford School District","=""0840011""","ELL",9,0,"*",0,"*"
"Milford School District","=""0840011""","Non-ELL",449,25,5.6,9,2.0
"Monroe School District","=""0850011""","Non-ELL",243,"*","*","*","*"
"Montville School District","=""0860011""","ELL",6,0,"*","*","*"
"Montville School District","=""0860011""","Non-ELL",151,6,4.0,"*","*"
"Naugatuck School District","=""0880011""","ELL",11,"*","*","*","*"
"Naugatuck School District","=""0880011""","Non-ELL",297,"*","*","*","*"
"New Britain School District","=""0890011""","ELL",130,16,12.3,20,15.4
"New Britain School District","=""0890011""","Non-ELL",538,60,11.2,52,9.7
"New Canaan School District","=""0900011""","ELL","*","*","*","*","*"
"New Canaan School District","=""0900011""","Non-ELL","*","*","*","*","*"
"New Fairfield School District","=""0910011""","ELL","*","*","*","*","*"
"New Fairfield School District","=""0910011""","Non-ELL","*","*","*","*","*"
"New Haven School District","=""0930011""","ELL",191,24,12.6,33,17.3
"New Haven School District","=""0930011""","Non-ELL",1271,88,6.9,134,10.5
"New London School District","=""0950011""","ELL",58,"*","*",14,24.1
"New London School District","=""0950011""","Non-ELL",214,"*","*",24,11.2
"New Milford School District","=""0960011""","ELL",7,"*","*","*","*"
"New Milford School District","=""0960011""","Non-ELL",310,"*","*","*","*"
"Newington School District","=""0940011""","ELL",9,"*","*",0,"*"
"Newington School District","=""0940011""","Non-ELL",328,"*","*","*","*"
"Newtown School District","=""0970011""","Non-ELL",409,11,2.7,"*","*"
"North Branford School District","=""0990011""","Non-ELL",129,"*","*","*","*"
"North Haven School District","=""1010011""","ELL",6,0,"*",0,"*"
"North Haven School District","=""1010011""","Non-ELL",250,11,4.4,"*","*"
"North Stonington School District","=""1020011""","Non-ELL",46,"*","*","*","*"
"Norwalk School District","=""1030011""","ELL",116,18,15.5,22,19.0
"Norwalk School District","=""1030011""","Non-ELL",745,17,2.3,26,3.5
"Norwich Free Academy District","=""9010022""","ELL",62,"*","*",13,21.0
"Norwich Free Academy District","=""9010022""","Non-ELL",537,"*","*",56,10.4
"Old Saybrook School District","=""1060011""","ELL","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","Non-ELL","*","*","*","*","*"
"Oxford School District","=""1080011""","ELL","*","*","*","*","*"
"Oxford School District","=""1080011""","Non-ELL","*","*","*","*","*"
"Plainfield School District","=""1090011""","ELL","*","*","*","*","*"
"Plainfield School District","=""1090011""","Non-ELL","*","*","*","*","*"
"Plainville School District","=""1100011""","ELL",6,0,"*","*","*"
"Plainville School District","=""1100011""","Non-ELL",180,"*","*","*","*"
"Plymouth School District","=""1110011""","ELL","*","*","*","*","*"
"Plymouth School District","=""1110011""","Non-ELL","*","*","*","*","*"
"Portland School District","=""1130011""","Non-ELL",105,"*","*","*","*"
"Putnam School District","=""1160011""","ELL","*","*","*","*","*"
