"Four-Year Graduation Rates, 2015-16"
"All Districts, English Learner Status"

"",,,,"Graduates",
"District","District Code","English Learner Status","Four-Year Cohort Count","Graduation Count","Graduation Rate"
"Achievement First Hartford Academy Inc. District","=""2880013""","ELL","*","*","*"
"Achievement First Hartford Academy Inc. District","=""2880013""","Non-ELL","*","*","*"
"Amistad Academy District","=""2790013""","ELL","*","*","*"
"Amistad Academy District","=""2790013""","Non-ELL","*","*","*"
"Ansonia School District","=""0020011""","ELL","*","*","*"
"Ansonia School District","=""0020011""","Non-ELL","*","*","*"
"Avon School District","=""0040011""","ELL","*","*","*"
"Avon School District","=""0040011""","Non-ELL","*","*","*"
"Berlin School District","=""0070011""","ELL","*","*","*"
"Berlin School District","=""0070011""","Non-ELL","*","*","*"
"Bethel School District","=""0090011""","ELL","*","*","*"
"Bethel School District","=""0090011""","Non-ELL","*","*","*"
"Bloomfield School District","=""0110011""","ELL","*","*","*"
"Bloomfield School District","=""0110011""","Non-ELL","*","*","*"
"Bolton School District","=""0120011""","ELL","N/A","N/A","N/A"
"Bolton School District","=""0120011""","Non-ELL",85,78,91.8
"Branford School District","=""0140011""","ELL",6,6,"*"
"Branford School District","=""0140011""","Non-ELL",250,234,93.6
"Bridgeport Achievement First District","=""2850013""","ELL","*","*","*"
"Bridgeport Achievement First District","=""2850013""","Non-ELL","*","*","*"
"Bridgeport School District","=""0150011""","ELL",223,136,61.0
"Bridgeport School District","=""0150011""","Non-ELL",1164,786,67.5
"Bristol School District","=""0170011""","ELL",26,19,73.1
"Bristol School District","=""0170011""","Non-ELL",633,529,83.6
"Brookfield School District","=""0180011""","ELL","*","*","*"
"Brookfield School District","=""0180011""","Non-ELL","*","*","*"
"Canton School District","=""0230011""","ELL","*","*","*"
"Canton School District","=""0230011""","Non-ELL","*","*","*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","ELL","N/A","N/A","N/A"
"Capital Preparatory Harbor School Inc. District","=""2970013""","Non-ELL",8,"*","*"
"Capitol Region Education Council","=""2410014""","ELL",15,"*","*"
"Capitol Region Education Council","=""2410014""","Non-ELL",410,"*","*"
"Cheshire School District","=""0250011""","ELL",6,"*","*"
"Cheshire School District","=""0250011""","Non-ELL",381,"*","*"
"Clinton School District","=""0270011""","ELL",6,"*","*"
"Clinton School District","=""0270011""","Non-ELL",134,"*","*"
"Colchester School District","=""0280011""","ELL","*","*","*"
"Colchester School District","=""0280011""","Non-ELL","*","*","*"
"Common Ground High School District","=""2680013""","ELL","*","*","*"
"Common Ground High School District","=""2680013""","Non-ELL","*","*","*"
"Connecticut Technical High School System","=""9000016""","ELL",94,"*","*"
"Connecticut Technical High School System","=""9000016""","Non-ELL",2377,"*","*"
"Coventry School District","=""0320011""","ELL","N/A","N/A","N/A"
"Coventry School District","=""0320011""","Non-ELL",130,117,90.0
"Cromwell School District","=""0330011""","ELL","*","*","*"
"Cromwell School District","=""0330011""","Non-ELL","*","*","*"
"Danbury School District","=""0340011""","ELL",134,67,50.0
"Danbury School District","=""0340011""","Non-ELL",632,523,82.8
"Darien School District","=""0350011""","ELL","*","*","*"
"Darien School District","=""0350011""","Non-ELL","*","*","*"
"Department of Mental Health and Addiction Services","=""3370015""","ELL","N/A","N/A","N/A"
"Department of Mental Health and Addiction Services","=""3370015""","Non-ELL","*","*","*"
"Derby School District","=""0370011""","ELL",6,"*","*"
"Derby School District","=""0370011""","Non-ELL",91,"*","*"
"East Granby School District","=""0400011""","ELL","N/A","N/A","N/A"
"East Granby School District","=""0400011""","Non-ELL",72,"*","*"
"East Haddam School District","=""0410011""","ELL","N/A","N/A","N/A"
"East Haddam School District","=""0410011""","Non-ELL",80,76,95.0
"East Hampton School District","=""0420011""","ELL","*","*","*"
"East Hampton School District","=""0420011""","Non-ELL","*","*","*"
"East Hartford School District","=""0430011""","ELL",50,40,80.0
"East Hartford School District","=""0430011""","Non-ELL",493,441,89.5
"East Haven School District","=""0440011""","ELL",10,6,"*"
"East Haven School District","=""0440011""","Non-ELL",230,171,74.3
"East Lyme School District","=""0450011""","ELL","*","*","*"
"East Lyme School District","=""0450011""","Non-ELL","*","*","*"
"East Windsor School District","=""0470011""","ELL","*","*","*"
"East Windsor School District","=""0470011""","Non-ELL","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","ELL","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Non-ELL","*","*","*"
"Ellington School District","=""0480011""","ELL","*","*","*"
"Ellington School District","=""0480011""","Non-ELL","*","*","*"
"Elm City College Preparatory School District","=""2890013""","ELL","N/A","N/A","N/A"
"Elm City College Preparatory School District","=""2890013""","Non-ELL",17,15,"*"
"Enfield School District","=""0490011""","ELL","*","*","*"
"Enfield School District","=""0490011""","Non-ELL","*","*","*"
"Explorations District","=""2720013""","ELL","N/A","N/A","N/A"
"Explorations District","=""2720013""","Non-ELL",27,20,74.1
"Fairfield School District","=""0510011""","ELL",18,14,"*"
"Fairfield School District","=""0510011""","Non-ELL",742,705,95.0
"Farmington School District","=""0520011""","ELL","*","*","*"
"Farmington School District","=""0520011""","Non-ELL","*","*","*"
"Glastonbury School District","=""0540011""","ELL",7,7,"*"
"Glastonbury School District","=""0540011""","Non-ELL",530,514,97.0
"Granby School District","=""0560011""","ELL","N/A","N/A","N/A"
"Granby School District","=""0560011""","Non-ELL",194,191,98.5
"Greenwich School District","=""0570011""","ELL",34,27,79.4
"Greenwich School District","=""0570011""","Non-ELL",600,571,95.2
"Griswold School District","=""0580011""","ELL","*","*","*"
"Griswold School District","=""0580011""","Non-ELL","*","*","*"
"Groton School District","=""0590011""","ELL",9,7,"*"
"Groton School District","=""0590011""","Non-ELL",257,222,86.4
"Guilford School District","=""0600011""","ELL","*","*","*"
"Guilford School District","=""0600011""","Non-ELL","*","*","*"
"Hamden School District","=""0620011""","ELL",14,12,"*"
"Hamden School District","=""0620011""","Non-ELL",451,395,87.6
"Hartford School District","=""0640011""","ELL",256,140,54.7
"Hartford School District","=""0640011""","Non-ELL",1259,931,73.9
"Jumoke Academy District","=""2610013""","ELL","N/A","N/A","N/A"
"Jumoke Academy District","=""2610013""","Non-ELL",7,"*","*"
"Killingly School District","=""0690011""","ELL","*","*","*"
"Killingly School District","=""0690011""","Non-ELL","*","*","*"
"Learn","=""2450014""","ELL","*","*","*"
"Learn","=""2450014""","Non-ELL","*","*","*"
"Lebanon School District","=""0710011""","ELL","N/A","N/A","N/A"
"Lebanon School District","=""0710011""","Non-ELL",102,97,95.1
"Ledyard School District","=""0720011""","ELL","*","*","*"
"Ledyard School District","=""0720011""","Non-ELL","*","*","*"
"Litchfield School District","=""0740011""","ELL","*","*","*"
"Litchfield School District","=""0740011""","Non-ELL","*","*","*"
"Madison School District","=""0760011""","ELL","N/A","N/A","N/A"
"Madison School District","=""0760011""","Non-ELL",302,295,97.7
"Manchester School District","=""0770011""","ELL",27,19,70.4
"Manchester School District","=""0770011""","Non-ELL",380,319,83.9
"Meriden School District","=""0800011""","ELL",76,42,55.3
"Meriden School District","=""0800011""","Non-ELL",535,383,71.6
"Middletown School District","=""0830011""","ELL",11,"*","*"
"Middletown School District","=""0830011""","Non-ELL",323,"*","*"
"Milford School District","=""0840011""","ELL","*","*","*"
"Milford School District","=""0840011""","Non-ELL","*","*","*"
"Monroe School District","=""0850011""","ELL","*","*","*"
"Monroe School District","=""0850011""","Non-ELL","*","*","*"
"Montville School District","=""0860011""","ELL",8,6,"*"
"Montville School District","=""0860011""","Non-ELL",172,158,91.9
"Naugatuck School District","=""0880011""","ELL",12,"*","*"
"Naugatuck School District","=""0880011""","Non-ELL",298,"*","*"
"New Britain School District","=""0890011""","ELL",120,71,59.2
"New Britain School District","=""0890011""","Non-ELL",525,383,73.0
"New Canaan School District","=""0900011""","ELL","*","*","*"
"New Canaan School District","=""0900011""","Non-ELL","*","*","*"
"New Fairfield School District","=""0910011""","ELL","N/A","N/A","N/A"
"New Fairfield School District","=""0910011""","Non-ELL",243,237,97.5
"New Haven School District","=""0930011""","ELL",154,105,68.2
